feature_set,features,horizon,response_type,dep_col,scale_col,window_start,window_end,nobs,country_n,year_min,year_max,rank,regressor_count,status,profile_country,profile_year,profile_z_values,beta_dep,se_beta_dep,p_beta_dep,beta_scale,se_beta_scale,p_beta_scale,denom_t,ratio,se_ratio,p_ratio,ci95_low,ci95_high
liq,liq,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,8,8,OK,POL,2025,"{""liq"": 0.5755551475575922}",-0.05359236614952396,0.05583758767698775,0.33716084523313405,0.042086770917552106,0.0011460740697626466,0.0,36.72255749252606,-1.2733779518155786,1.3489310344925165,0.3451745521361824,-3.9172341970492672,1.3704782934181103
liq,liq,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,8,8,OK,POL,2025,"{""liq"": 0.5755551475575922}",-0.0034982422961189713,0.03524969041176924,0.9209462967318904,0.04221692830790338,0.0010218405986606742,0.0,41.314592866281764,-0.08286349661929501,0.8361151708375936,0.9210546148468715,-1.7216191183885323,1.5558921251499425
liq,liq,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,8,8,OK,POL,2025,"{""liq"": 0.5755551475575922}",-0.010491148371920141,0.0350654546063433,0.7647969281574039,0.04235727202524888,0.0009501131227679609,0.0,44.581293543077905,-0.2476823428493327,0.8287067756712617,0.7650330240458216,-1.871917776909319,1.3765530912106536
liq,liq,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,8,8,OK,POL,2025,"{""liq"": 0.5755551475575922}",-0.053868467965515615,0.03637230974643146,0.13859868150544163,0.042828152126017274,0.0007238602505204392,0.0,59.16632678092877,-1.2577817461517693,0.8614602757085879,0.14427420481329234,-2.946212860652546,0.4306493683490076
liq,liq,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,8,8,OK,POL,2025,"{""liq"": 0.5755551475575922}",-0.08659084586514902,0.04039854978966434,0.03207981298896678,0.04313085766460748,0.0006491459672527964,0.0,66.44246416124012,-2.0076309759127313,0.9468707544499028,0.03398245239687081,-3.8634635526488093,-0.1517983991766534
liq+log_gdp_pc,liq|log_gdp_pc,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,583,27,2004,2025,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.07514997685895919,0.037706519370293415,0.04625888067666373,0.04124789270499871,0.0012364372481724333,0.0,33.36027992198298,-1.8219106948426478,0.938602354001108,0.05224748434921089,-3.661537504489333,0.017716114804037675
liq+log_gdp_pc,liq|log_gdp_pc,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,557,27,2004,2024,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.12789581495203814,0.06139082119964524,0.03722341615573521,0.04130280231669273,0.0012505402556997158,0.0,33.0279670154101,-3.0965408586900756,1.5338790644660696,0.043511685093878816,-6.102888581683563,-0.09019313569658838
liq+log_gdp_pc,liq|log_gdp_pc,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.10753055273726134,0.07748931164743535,0.16523378245883813,0.04131609994820361,0.0013798880027611567,0.0,29.941632846673112,-2.6026307631182086,1.9165434688407252,0.17446952327390086,-6.358986936851492,1.153725410615075
liq+log_gdp_pc,liq|log_gdp_pc,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.05124991185757003,0.08577582254086151,0.5501824941367341,0.04133574151889832,0.0014774912720194864,0.0,27.976978478119328,-1.2398449858251372,2.098203843638272,0.5545822094819168,-5.352248951579661,2.872558979929386
liq+log_gdp_pc,liq|log_gdp_pc,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.023517099429385332,0.07035317209622764,0.7381742754984457,0.0412318028915988,0.001530037486529614,0.0,26.948230520233565,-0.5703631124550478,1.7227281100074257,0.7405830542568315,-3.9468481632243573,2.8061219383142615
liq+log_gdp_pc,liq|log_gdp_pc,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.04539362856832183,0.0672195123654301,0.49948242586567404,0.04131290645647246,0.0015121784590860607,0.0,27.320126277583267,1.0987759628131912,1.5923203620355972,0.49016460204697854,-2.0221145986263585,4.219666524252741
liq+log_gdp_pc,liq|log_gdp_pc,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.05652602752449489,0.05191431047156083,0.2762274249396861,0.04142887728118295,0.0015244273841803256,0.0,27.176681363185413,1.3644112810696198,1.215619999671295,0.26169261654181586,-1.0181601371727103,3.7469826993119497
liq+log_gdp_pc,liq|log_gdp_pc,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.03518408890317726,0.05801640336743889,0.5442155048328252,0.04208273645735448,0.0013642446308399186,0.0,30.846913747020274,0.8360694162280029,1.3591926646622814,0.5384741027102042,-1.8278992545610948,3.5000380870171006
liq+log_gdp_pc,liq|log_gdp_pc,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.051740398025289756,0.036564627627212756,0.15705686985637723,0.04225351216058719,0.001397326817199913,0.0,30.23881860741678,1.2245230131082843,0.8411387883146986,0.1454501627446334,-0.42407871798818486,2.8731247442047536
log_gdp_pc,log_gdp_pc,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,583,27,2004,2025,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",-0.07148912615490463,0.030731979213657508,0.020007196404571825,0.03975534381592781,0.001279621945718331,0.0,31.06803845381901,-1.7982268367721377,0.8004674876277554,0.024673867884532852,-3.3671142833177994,-0.2293393902264762
log_gdp_pc,log_gdp_pc,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,557,27,2004,2024,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",-0.11889865685286041,0.05203993791240789,0.022327030214301935,0.039786460455826685,0.001296865383987775,0.0,30.67894397295574,-2.988420067798412,1.3612942425241,0.028143621718655254,-5.656507755507381,-0.3203323800894431
log_gdp_pc,log_gdp_pc,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",-0.10752054343553155,0.06991606506115201,0.12408486550788256,0.039786282408981646,0.0013890581042522567,0.0,28.642633657430036,-2.7024526275231757,1.8046627250502711,0.13426749955433426,-6.239526572863616,0.8346213178172643
log_gdp_pc,log_gdp_pc,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",-0.05764484311669376,0.07596648378184796,0.44796058732339783,0.03980766360519818,0.001485283949606559,0.0,26.801382736104397,-1.4480840596021907,1.9380596078190906,0.4549534569495499,-5.246611090819429,2.3504429716150472
log_gdp_pc,log_gdp_pc,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",-0.030330906150830072,0.06728469502177581,0.652144782095587,0.039713344248176526,0.0015515835609383136,0.0,25.595362858936227,-0.7637459580660408,1.718746096267423,0.6567806699357941,-4.132426405319002,2.60493448918692
log_gdp_pc,log_gdp_pc,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",0.03602446821322822,0.06860827863129282,0.5995312944922278,0.03989602451675735,0.0015759957005223224,0.0,25.314805429694292,0.9029588448868389,1.6872425830349846,0.592533443444192,-2.403975851044062,4.209893540817739
log_gdp_pc,log_gdp_pc,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",0.04035358501442869,0.06293297886898816,0.5213828507969462,0.039983009832519394,0.001602348551266623,0.0,24.95275438100759,1.0092683163038891,1.54113079178915,0.5125397606091713,-2.0112925310685403,4.029829163676319
log_gdp_pc,log_gdp_pc,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",0.009859619875205524,0.06995494039169091,0.8879154157779856,0.0404031551988254,0.0015533195442639922,0.0,26.010845835310455,0.24403093834345305,1.723725490741293,0.8874182346674431,-3.1344089427431108,3.622470819430017
log_gdp_pc,log_gdp_pc,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,8,8,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775}",0.041112500935541835,0.042407097487510814,0.3323096578383591,0.04075830667811546,0.001603359909613302,0.0,25.420559934011038,1.0086901121831087,1.0105946247887736,0.31822337740961504,-0.9720389553726563,2.9894191797388734
trade,trade,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.06529964259520553,0.02426639626843456,0.007124901712097342,0.04117361687130627,0.0012433205989083869,0.0,33.11584872594886,-1.5859583771643968,0.5988808567385625,0.008092079945962949,-2.7597432874024705,-0.41217346692632306
trade,trade,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.10430877923967,0.03572539306514506,0.0035032604197535733,0.04117361687130627,0.0012433205989083869,0.0,33.11584872594886,-2.533388785486134,0.8869597438620785,0.004286621995348128,-4.271797939192679,-0.7949796317795892
trade,trade,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.09474191858295325,0.05070197639130334,0.06167792146929374,0.04117361687130627,0.0013715757207078735,0.0,30.019208017225964,-2.3010346377652944,1.2627193054428485,0.06841173038357073,-4.775918999016708,0.1738497234861196
trade,trade,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.07774761654079577,0.06683017933140341,0.24468311270750664,0.041220977710837055,0.001481260139828939,0.0,27.828317661742652,-1.8861177210834525,1.6536502365354155,0.2540454151162157,-5.1272126277190075,1.3549771855521024
trade,trade,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.03368815115371584,0.062382249638872914,0.5891778372340168,0.04113296630391102,0.0015482812717179893,0.0,26.566856459013707,-0.8190061204147265,1.5369819625802679,0.5941260317859289,-3.8314354119597396,2.1934231711302865
trade,trade,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",0.03663767787323928,0.04888562469011357,0.4535817542106262,0.0413648847623819,0.0015517895605919802,0.0,26.656246318993105,0.8857193265181863,1.156766043263101,0.4438632817285719,-1.381500456816393,3.1529391098527655
trade,trade,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",0.028332076272949033,0.04859216851176966,0.5598539280706394,0.04150592398721569,0.0015608804139679343,0.0,26.59135422277671,0.6826031937435159,1.1596727426948685,0.5561181677379099,-1.590313615791211,2.9555200032782425
trade,trade,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.030349140384888024,0.055483614155508496,0.5843836424524718,0.04189718805302796,0.0013997101228680816,0.0,29.93276062559179,-0.7243717727900036,1.344053206441052,0.589924283216257,-3.358667650720043,1.9099241051400355
trade,trade,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,8,8,OK,POL,2025,"{""trade"": -0.16113002632933232}",-0.06859232799973035,0.05507087517058802,0.21293765644591334,0.04230952609871764,0.0011995021225990649,0.0,35.27257292971015,-1.6212029376006014,1.334891952526502,0.2245635222250253,-4.237543087804896,0.995137212603693
trade+debt,trade|debt,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.049184746311727416,0.01668308445653211,0.00319650240611713,0.042184975818201575,0.0008144526880181555,0.0,51.79548970591795,-1.1659304137968867,0.3916746296709044,0.0029129002050976016,-1.9335985816099224,-0.39826224598385107
trade+debt,trade|debt,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.07129599750668085,0.022287043580084445,0.001379106400010155,0.042184975818201575,0.0008144526880181555,0.0,51.79548970591795,-1.6900803218172933,0.5177133481211053,0.0010965365221800027,-2.704779838450307,-0.67538080518428
trade+debt,trade|debt,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.048038715239144984,0.024653260867844824,0.05134626096949546,0.042184975818201575,0.0008347772847458176,0.0,50.53440790623158,-1.1387636073603649,0.5781552421417305,0.048878470328705736,-2.2719270594311904,-0.005600155289539277
trade+debt,trade|debt,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.021603090450290727,0.030209403119281455,0.4745401715476587,0.04222345663320338,0.0008989427472658477,0.0,46.97012881145864,-0.511637183993663,0.7150225421712605,0.47426683450243234,-1.9130556147836049,0.889781246796279
trade+debt,trade|debt,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",0.013142840569503818,0.02938534275274808,0.6546885194608798,0.04212779460345413,0.0009074410398376821,0.0,46.42482845055113,0.31197551861464434,0.6964653980332668,0.6541956617645446,-1.0530715780089115,1.6770226152382004
trade+debt,trade|debt,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",0.046128443142978585,0.026345529257864205,0.07996277083126202,0.04220655224687292,0.0009002364710541118,0.0,46.88385063699108,1.0929213756472194,0.6162417975373411,0.0761414463658272,-0.1148903532941925,2.3007331045886312
trade+debt,trade|debt,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",0.028272777369701612,0.019943240773564092,0.156289428889812,0.04235272897443014,0.000854145402751035,0.0,49.584917085569145,0.6675550325640386,0.4727091642735334,0.15789410020716876,-0.2589379045741146,1.5940479697021916
trade+debt,trade|debt,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.005986844749724219,0.0156897059618409,0.7027744936259668,0.04255653308438939,0.0007013707169924218,0.0,60.676233058143495,-0.14067980438755046,0.3698979474423942,0.7037074556615084,-0.8656664593299326,0.5843068505548317
trade+debt,trade|debt,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,10,10,OK,POL,2025,"{""debt"": -0.08146573873820974, ""trade"": -0.16113002632933232}",-0.040845636437689965,0.012286739364316826,0.0008861934794255344,0.04274346252235891,0.0005185650800146459,0.0,82.42641891959192,-0.9555996175163348,0.2873693764281168,0.0008831216481539617,-1.518833245575177,-0.39236598945749257
trade+debt+liq,trade|debt|liq,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.05004252540267017,0.01870135119679854,0.007453387611806139,0.04266781968900655,0.0007982212637505056,0.0,53.45362448568262,-1.172839994342709,0.43462122754535715,0.0069645702843588175,-2.0246819472481965,-0.32099804143722166
trade+debt+liq,trade|debt|liq,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.07420964805963402,0.023036258378484102,0.0012755350117439335,0.04266781968900655,0.0007982212637505056,0.0,53.45362448568262,-1.7392416251996652,0.5317778350550666,0.0010731314226928301,-2.7815070296842768,-0.6969762207150536
trade+debt+liq,trade|debt|liq,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.05017261306318312,0.024798490223685167,0.04305125319398728,0.04266781968900655,0.0007821171537206285,0.0,54.55425633619008,-1.1758888414940545,0.5790671057179831,0.04228942082705478,-2.310839513333149,-0.04093816965496
trade+debt+liq,trade|debt|liq,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.02216457757709542,0.031049885678319417,0.47532757250666746,0.04269573247641247,0.000786130952710361,0.0,54.31122172356839,-0.5191286410027134,0.7288076740174302,0.47627992891331594,-1.9475654337332842,0.9093081517278574
trade+debt+liq,trade|debt|liq,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",0.015513040095418457,0.029183808669852332,0.595028525576945,0.042587821740690965,0.0007400973382390357,0.0,57.54354128880275,0.3642600034787965,0.6831773951663151,0.5939054590440298,-0.9747430860990692,1.7032630930566621
trade+debt+liq,trade|debt|liq,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",0.04803218207079012,0.02773268340703439,0.08327886298351972,0.04260724683779412,0.0007042273756604754,0.0,60.50211666059412,1.1273242379083714,0.6441473393467126,0.08010052964687087,-0.13518134794848535,2.3898298237652282
trade+debt+liq,trade|debt|liq,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",0.03193553789699901,0.019592268590817037,0.10309998573915546,0.04275466418763581,0.0006210944064973692,0.0,68.8376255531725,0.7469486313082638,0.46025282223874564,0.10460877395945523,-0.15513032406259297,1.6490275866791206
trade+debt+liq,trade|debt|liq,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.0027689822969295492,0.016822526162245856,0.8692590890076333,0.04302374312304105,0.0004317828491107033,0.0,99.6420844682748,-0.06435940008777713,0.39127816485899175,0.8693493317758381,-0.8312505111483266,0.7025317109727722
trade+debt+liq,trade|debt|liq,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.03846220715576955,0.012917946404051802,0.0029068144557689024,0.043121027783824664,0.0003728145717559781,0.0,115.66347200626345,-0.8919594251924879,0.2994187690352344,0.0028921942516619836,-1.4788094287968638,-0.30510942158811194
