feature_set,scenario,scenario_sign,year,horizon_from_2028,Y_shortfall_pct,direct_discretionary_PB_level_pp,delta_cyclical_PB_pp,baseline_PB_pp,PB_new_pp,nominal_gdp_growth_new_pct,baseline_D_Y_pp,D_Y_new_pp,dsa_margin_vs_baseline_pp,direct_DY_LP_margin_initial_action_pp
debt,three_1pp_cut_2028_2030,cut,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt,three_1pp_cut_2028_2030,cut,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt,three_1pp_cut_2028_2030,cut,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt,three_1pp_cut_2028_2030,cut,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt,three_1pp_cut_2028_2030,cut,2028,0,1.1338257952708586,1.0,-0.5442363817300121,-3.879892110824585,-3.424128492554597,4.227192520800016,73.19452667236328,73.53368339058801,0.3391567182247286,1.2783804036456303
debt,three_1pp_cut_2028_2030,cut,2029,1,3.110017884756916,2.0050366966301167,-1.4928085846833197,-3.947735786437988,-3.4355076744911908,3.1284968333640917,77.04766845703125,78.37203183916832,1.324363382137065,3.2756795096402165
debt,three_1pp_cut_2028_2030,cut,2030,2,5.1354571105075975,2.832475354177065,-2.4650194130436467,-3.9902679920196538,-3.6228120508862354,2.975450032391591,81.12287902832031,83.75639522358591,2.6335161952655994,4.8769581319125415
debt,three_1pp_cut_2028_2030,cut,2031,3,5.688814970829375,2.5271555457240664,-2.7306311859981,-3.907489061355591,-4.110964701629625,4.705967108758347,85.14363861083984,88.47641943098616,3.3327808201463114,4.654942803779614
debt,three_1pp_cut_2028_2030,cut,2032,4,5.159652583031617,2.1768090342320066,-2.4766332398551762,-4.024710655212402,-4.324534860835572,6.011928410849454,89.33782958984375,92.48243781646511,3.144608226621358,3.1218006525104602
debt,three_1pp_cut_2028_2030,cut,2033,5,4.59707787983981,2.0102580935002745,-2.206597382323109,-3.841931581497192,-4.0382708703200265,6.125137703985262,93.42025756835938,96.22284882070298,2.8025912523436034,1.564766975770894
debt,three_1pp_cut_2028_2030,cut,2034,6,4.390826753442765,1.970369375327082,-2.107596841652527,-3.859153032302856,-3.9963804986283007,5.772274905178998,97.61768341064452,100.35932043256757,2.7416370219230544,0.9560642377799633
debt,three_1pp_cut_2028_2030,cut,2035,7,4.527980646140104,2.004962862338648,-2.17343071014725,-3.876374483108521,-4.044842330917123,5.370254206208402,101.9944839477539,105.06355387047499,3.0690699227210843,1.3945914549123453
debt,three_1pp_cut_2028_2030,cut,2036,8,4.846459640431504,2.096736784698299,-2.3263006274071216,-3.893596172332764,-4.123160015041586,4.863797736027364,106.79410552978516,110.47477202966309,3.6806664998779297,2.681393498857442
debt,three_1pp_expansion_2028_2030,expansion,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt,three_1pp_expansion_2028_2030,expansion,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt,three_1pp_expansion_2028_2030,expansion,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt,three_1pp_expansion_2028_2030,expansion,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt,three_1pp_expansion_2028_2030,expansion,2028,0,-1.1338257952708586,-1.0,0.5442363817300121,-3.879892110824585,-4.335655729094573,6.617807519293462,73.19452667236328,72.87319411903567,-0.3213325533276077,-1.2783804036456303
debt,three_1pp_expansion_2028_2030,expansion,2029,1,-3.110017884756916,-2.0050366966301167,1.4928085846833197,-3.947735786437988,-4.4599638983847845,7.288201789361759,77.04766845703125,75.8441070825282,-1.2035613745030531,-3.2756795096402165
debt,three_1pp_expansion_2028_2030,expansion,2030,2,-5.1354571105075975,-2.832475354177065,2.4650194130436467,-3.9902679920196538,-4.357723933153071,7.240048339991323,81.12287902832031,78.82269012738729,-2.3001889009330228,-4.8769581319125415
debt,three_1pp_expansion_2028_2030,expansion,2031,3,-5.688814970829375,-2.5271555457240664,2.7306311859981,-3.907489061355591,-3.7040134210815574,5.874645737756334,85.14363861083984,82.2234887952497,-2.9201498155901504,-4.654942803779614
debt,three_1pp_expansion_2028_2030,expansion,2032,4,-5.159652583031617,-2.1768090342320066,2.4766332398551762,-4.024710655212402,-3.724886449589232,4.892615448611037,89.33782958984375,86.52662060407621,-2.8112089857675358,-3.1218006525104602
debt,three_1pp_expansion_2028_2030,expansion,2033,5,-4.59707787983981,-2.0102580935002745,2.206597382323109,-3.841931581497192,-3.645592292674358,4.934944016629683,93.42025756835938,90.87177692014123,-2.5484806482181455,-1.564766975770894
debt,three_1pp_expansion_2028_2030,expansion,2034,6,-4.390826753442765,-1.970369375327082,2.107596841652527,-3.859153032302856,-3.721925565977411,5.335981091403741,97.61768341064452,95.10293509151549,-2.5147483191290263,-0.9560642377799633
debt,three_1pp_expansion_2028_2030,expansion,2035,7,-4.527980646140104,-2.004962862338648,2.17343071014725,-3.876374483108521,-3.707906635299919,5.660267373290684,101.9944839477539,99.17294599307446,-2.8215379546794424,-1.3945914549123453
debt,three_1pp_expansion_2028_2030,expansion,2036,8,-4.846459640431504,-2.096736784698299,2.3263006274071216,-3.893596172332764,-3.664032329623941,5.535348517407845,106.79410552978516,103.41401701783668,-3.380088511948472,-2.681393498857442
debt+liq,three_1pp_cut_2028_2030,cut,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+liq,three_1pp_cut_2028_2030,cut,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+liq,three_1pp_cut_2028_2030,cut,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+liq,three_1pp_cut_2028_2030,cut,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+liq,three_1pp_cut_2028_2030,cut,2028,0,1.153338614828712,1.0,-0.5536025351177817,-3.879892110824585,-3.4334946459423668,4.206621618597728,73.19452667236328,73.55688951666515,0.36236284430187027,1.324135005129135
debt+liq,three_1pp_cut_2028_2030,cut,2029,1,3.2989682926320443,2.027728027515783,-1.5835047804633813,-3.947735786437988,-3.5035125393855857,2.947698733315063,77.04766845703125,78.59533158555598,1.5476631285247322,3.418167785445924
debt+liq,three_1pp_cut_2028_2030,cut,2030,2,5.4824182524875305,2.8610491607497996,-2.6315607611940144,-3.9902679920196538,-3.7607795924638685,2.799298239682413,81.12287902832031,84.26038575230646,3.1375067239861494,5.065667878617836
debt+liq,three_1pp_cut_2028_2030,cut,2031,3,6.039922254506816,2.557458784089156,-2.8991626821632717,-3.907489061355591,-4.249192959429706,4.699091903587238,85.14363861083984,89.12787644003771,3.984237829197866,4.83419851067309
debt+liq,three_1pp_cut_2028_2030,cut,2032,4,5.301748416557249,2.1946455053117075,-2.5448392399474793,-4.024710655212402,-4.374904389848174,6.248643367884399,89.33782958984375,92.98406293840212,3.6462333485583684,3.1458639851755392
debt+liq,three_1pp_cut_2028_2030,cut,2033,5,4.550862959107251,2.0286048665492564,-2.1844142203714805,-3.841931581497192,-3.997740935319416,6.335865811566599,93.42025756835938,96.49865334332891,3.078395774969536,1.3996755878208769
debt+liq,three_1pp_cut_2028_2030,cut,2034,6,4.26391504036542,1.9900567719066262,-2.0466792193754015,-3.859153032302856,-3.9157754797716313,5.861395932886859,97.61768341064452,100.47356434469714,2.855880934052621,0.5209107556277682
debt+liq,three_1pp_cut_2028_2030,cut,2035,7,4.405912308852683,2.0147392845119403,-2.114837908249288,-3.876374483108521,-3.9764731068458685,5.365116437954809,101.9944839477539,105.11511061366025,3.120626665906343,0.7891582969562159
debt+liq,three_1pp_cut_2028_2030,cut,2036,8,4.781999827917998,2.090896707117337,-2.295359917400639,-3.893596172332764,-4.098059382616066,4.800839609856444,106.79410552978516,110.56578130593986,3.7716757761547086,2.093231409051185
debt+liq,three_1pp_expansion_2028_2030,expansion,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+liq,three_1pp_expansion_2028_2030,expansion,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+liq,three_1pp_expansion_2028_2030,expansion,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+liq,three_1pp_expansion_2028_2030,expansion,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+liq,three_1pp_expansion_2028_2030,expansion,2028,0,-1.153338614828712,-1.0,0.5536025351177817,-3.879892110824585,-4.326289575706803,6.63837842149575,73.19452667236328,72.85060684375657,-0.3439198286067153,-1.324135005129135
debt+liq,three_1pp_expansion_2028_2030,expansion,2029,1,-3.2989682926320443,-2.027728027515783,1.5835047804633813,-3.947735786437988,-4.39195903349039,7.464074590457859,77.04766845703125,75.63718732861813,-1.4104811284131245,-3.418167785445924
debt+liq,three_1pp_expansion_2028_2030,expansion,2030,2,-5.4824182524875305,-2.8610491607497996,2.6315607611940144,-3.9902679920196538,-4.219756391575439,7.397148287557687,81.12287902832031,78.37293567917514,-2.7499433491451697,-5.065667878617836
debt+liq,three_1pp_expansion_2028_2030,expansion,2031,3,-6.039922254506816,-2.557458784089156,2.8991626821632717,-3.907489061355591,-3.565785163281475,5.876962158816057,85.14363861083984,81.63552812223043,-3.508110488609418,-4.83419851067309
debt+liq,three_1pp_expansion_2028_2030,expansion,2032,4,-5.301748416557249,-2.1946455053117075,2.5448392399474793,-4.024710655212402,-3.6745169205766306,4.68657270199031,89.33782958984375,86.0459594447178,-3.291870145125955,-3.1458639851755392
debt+liq,three_1pp_expansion_2028_2030,expansion,2033,5,-4.550862959107251,-2.0286048665492564,2.1844142203714805,-3.841931581497192,-3.686122227674968,4.747041516615091,93.42025756835938,90.58336272946947,-2.8368948388899042,-1.3996755878208769
debt+liq,three_1pp_expansion_2028_2030,expansion,2034,6,-4.26391504036542,-1.9900567719066262,2.0466792193754015,-3.859153032302856,-3.8025305848340807,5.254425681629038,97.61768341064452,94.96409068263415,-2.6535927280103664,-0.5209107556277682
debt+liq,three_1pp_expansion_2028_2030,expansion,2035,7,-4.405912308852683,-2.0147392845119403,2.114837908249288,-3.876374483108521,-3.7762758593711734,5.665337928004366,101.9944839477539,99.09736777274973,-2.8971161750041716,-0.7891582969562159
debt+liq,three_1pp_expansion_2028_2030,expansion,2036,8,-4.781999827917998,-2.090896707117337,2.295359917400639,-3.893596172332764,-3.6891329620494626,5.593778155983231,106.79410552978516,103.30794572841324,-3.4861598013719117,-2.093231409051185
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2028,0,1.0812697018853745,1.0,-0.5190094569049798,-3.879892110824585,-3.3989015677295646,4.282598468359855,73.19452667236328,73.47120685385094,0.27668018148766294,1.7267954784154713
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2029,1,3.0014673746076346,1.9302818478872985,-1.4407043398116646,-3.947735786437988,-3.4581582783623537,3.1891824981420402,77.04766845703125,78.28698120476679,1.2393127477355392,4.606752673187746
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2030,2,4.761527516780799,2.6711893043057273,-2.285533208054783,-3.9902679920196538,-3.6046118957687097,3.265657076281614,81.12287902832031,83.426278085591,2.3033990572706813,6.903960818118449
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2031,3,4.783189381428495,2.3170393063119654,-2.2959309030856776,-3.907489061355591,-3.886380658129303,5.296359951753349,85.14363861083984,87.44814809699281,2.3045094861529662,6.339158557959773
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2032,4,3.837123911066805,1.9832191784113435,-1.8418194773120664,-4.024710655212402,-3.883310954113125,6.467881842667111,89.33782958984375,90.64349199881964,1.3056624089758913,4.166341663990536
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2033,5,3.0285235483472484,1.8349106898670922,-1.4536913032066792,-3.841931581497192,-3.4607121948367787,6.386443354729554,93.42025756835938,93.59034618588377,0.1700886175243994,1.4741204609410516
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2034,6,2.4925873309925217,1.7962612350606144,-1.1964419188764104,-3.859153032302856,-3.259333716118652,6.12741449882237,97.61768341064452,96.67229621782523,-0.9453871928192825,0.19645635324884192
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2035,7,2.085776733369793,1.8276097060403216,-1.0011728320175006,-3.876374483108521,-3.0499376090857,5.961874475616802,101.9944839477539,99.81410025064316,-2.1803836971107415,-0.2575596254768238
debt+liq+log_gdp_pc,three_1pp_cut_2028_2030,cut,2036,8,1.9217201888212945,1.991654633673162,-0.9224256906342213,-3.893596172332764,-2.8243672292938236,5.391065687908303,106.79410552978516,103.35667965728112,-3.4374258725040363,0.5844040405718636
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2028,0,-1.0812697018853745,-1.0,0.5190094569049798,-3.879892110824585,-4.360882653919605,6.562401571733623,73.19452667236328,72.934056382422,-0.2604702899412814,-1.7267954784154713
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2029,1,-3.0014673746076346,-1.9302818478872985,1.4407043398116646,-3.947735786437988,-4.437313294513622,7.230977230528368,77.04766845703125,75.91920157763693,-1.128466879394324,-4.606752673187746
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2030,2,-4.761527516780799,-2.6711893043057273,2.285533208054783,-3.9902679920196538,-4.375924088270597,6.971248935490437,81.12287902832031,79.10192152941752,-2.0209574989027885,-6.903960818118449
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2031,3,-4.783189381428495,-2.3170393063119654,2.2959309030856776,-3.907489061355591,-3.9285974645818786,5.342092324978021,85.14363861083984,83.12458888228286,-2.019049728556979,-6.339158557959773
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2032,4,-3.837123911066805,-1.9832191784113435,1.8418194773120664,-4.024710655212402,-4.1661103563116795,4.468615088518035,89.33782958984375,88.21502695829523,-1.1228026315485238,-4.166341663990536
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2033,5,-3.0285235483472484,-1.8349106898670922,1.4536913032066792,-3.841931581497192,-4.223150968157605,4.677791591901026,93.42025756835938,93.36985457861357,-0.05040298974580537,-1.4741204609410516
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2034,6,-2.4925873309925217,-1.7962612350606144,1.1964419188764104,-3.859153032302856,-4.45897234848706,4.995077814487825,97.61768341064452,98.65691518101191,1.039231770367394,-0.19645635324884192
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2035,7,-2.085776733369793,-1.8276097060403216,1.0011728320175006,-3.876374483108521,-4.702811357131342,5.102794400720967,101.9944839477539,104.26063853272409,2.266154584970181,0.2575596254768238
debt+liq+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2036,8,-1.9217201888212945,-1.991654633673162,0.9224256906342213,-3.893596172332764,-4.962825115371705,5.045691979392242,106.79410552978516,110.318930023241,3.5248244934558386,-0.5844040405718636
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2028,0,1.065135280462242,1.0,-0.5112649346218762,-3.879892110824585,-3.391157045446461,4.299607778787906,73.19452667236328,73.45203485242,0.2575081800567176,1.583170308210779
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2029,1,2.7396050226063724,1.9088239928493254,-1.3150104108510587,-3.947735786437988,-3.353922204439721,3.450883803645688,77.04766845703125,77.9739726270115,0.9263041699802557,4.165840452323318
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2030,2,4.319154815336409,2.6590053365039266,-2.073194311361476,-3.9902679920196538,-3.4044569668772033,3.465992958185571,81.12287902832031,82.75304192613815,1.63016289781784,6.276733712077071
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2031,3,4.455197919488747,2.3144993735429713,-2.138495001354599,-3.907489061355591,-3.7314846891672184,5.170566005024146,85.14363861083984,86.71806380947613,1.5744251986362912,5.7709346351931865
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2032,4,3.9295714291743566,1.9974683883829152,-1.886194286003691,-4.024710655212402,-3.9134365528331783,6.000390019630264,89.33782958984375,90.32871947686577,0.9908898870220213,3.9561711073333328
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2033,5,3.437102291782184,1.8389939523906196,-1.6498091000554482,-3.841931581497192,-3.6527467291620206,6.040138836739395,93.42025756835938,93.7627146878741,0.34245711951471947,1.7451432471103965
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2034,6,3.0442821945755916,1.792291591198738,-1.4612554533962838,-3.859153032302856,-3.5281168945004016,5.973455449000342,97.61768341064452,97.24908221755373,-0.36860119309078243,1.007447304577809
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2035,7,2.701873222534048,1.8349623765360534,-1.296899146816343,-3.876374483108521,-3.3383112533888104,5.894288131364189,101.9944839477539,100.74193558738959,-1.2525483603643153,0.9609318217680082
debt+log_gdp_pc,three_1pp_cut_2028_2030,cut,2036,8,2.549086549737164,2.012705164605369,-1.2235615438738388,-3.893596172332764,-3.1044525516012342,5.379995113178748,106.79410552978516,104.58193603483687,-2.2121694949482844,1.8881061030760904
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2024,-4,0.0,0.0,0.0,-4.269382953643799,-4.269382953643799,,55.08902359008789,55.08902359008789,0.0,0.0
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2025,-3,0.0,0.0,0.0,-4.325899124145508,-4.325899124145508,6.943162276891779,59.51612854003906,59.51612854003906,0.0,0.0
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2026,-2,0.0,0.0,0.0,-3.591127634048462,-3.591127634048462,6.625874450677793,64.90138244628906,64.90138244628906,0.0,0.0
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2027,-1,0.0,0.0,0.0,-3.824702739715576,-3.824702739715576,6.173631620015585,69.67215728759766,69.67215728759766,0.0,0.0
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2028,0,-1.065135280462242,-1.0,0.5112649346218762,-3.879892110824585,-4.3686271762027085,6.5453922613055715,73.19452667236328,72.95274818618044,-0.24177848618283804,-1.583170308210779
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2029,1,-2.7396050226063724,-1.9088239928493254,1.3150104108510587,-3.947735786437988,-4.541549368436254,6.975437363434334,77.04766845703125,76.21255494141357,-0.8351135156176781,-4.165840452323318
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2030,2,-4.319154815336409,-2.6590053365039266,2.073194311361476,-3.9902679920196538,-4.576079017162105,6.791041974423728,81.12287902832031,79.7174045780707,-1.4054744502496135,-6.276733712077071
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2031,3,-4.455197919488747,-2.3144993735429713,2.138495001354599,-3.907489061355591,-4.083493433543963,5.457663639920063,85.14363861083984,83.80823345218296,-1.335405158656883,-5.7709346351931865
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2032,4,-3.9295714291743566,-1.9974683883829152,1.886194286003691,-4.024710655212402,-4.1359847575916255,4.889950475912896,89.33782958984375,88.53575277055916,-0.8020768192845935,-3.9561711073333328
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2033,5,-3.437102291782184,-1.8389939523906196,1.6498091000554482,-3.841931581497192,-4.031116433832363,4.999428481329482,93.42025756835938,93.22786392360585,-0.1923936447535226,-1.7451432471103965
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2034,6,-3.0442821945755916,-1.792291591198738,1.4612554533962838,-3.859153032302856,-4.1901891701053104,5.1432778349757236,97.61768341064452,98.11231144633386,0.4946280356893453,-1.007447304577809
debt+log_gdp_pc,three_1pp_expansion_2028_2030,expansion,2035,7,-2.701873222534048,-1.8349623765360534,1.296899146816343,-3.876374483108521,-4.4144377128282315,5.170986758762841,101.9944839477539,103.35849148959424,1.364007541840337,-0.9609318217680082
